obligation_id,customer_id,provider,obligation_type,total_amount,remaining_amount,monthly_payment,interest_rate,status
OBL0000854,CUS000553,Alinma Bank,Auto Loan,95461.0,53041.35,7577.34,6.28,Active
OBL0000855,CUS000553,Tabby,Tabby,907.22,870.61,36.28,0.0,Active
OBL0000856,CUS000554,Riyad Bank,Auto Loan,184909.79,140672.11,2930.67,3.68,Active
OBL0000857,CUS000554,Tabby,Tabby,2885.41,0.0,0.0,0.0,Closed
OBL0000858,CUS000554,Alinma Bank,Mortgage,1103546.72,450115.12,9002.3,4.78,Active
OBL0000859,CUS000554,Saudi Investment Bank,Auto Loan,104496.14,63048.8,1910.57,6.89,Active
OBL0000860,CUS000555,Tabby,Tabby,1740.76,0.0,0.0,0.0,Closed
OBL0000861,CUS000555,Tamara,Tamara,4271.65,521.6,11.59,0.0,Active
OBL0000862,CUS000555,Riyad Bank,Credit Card,28613.99,0.0,0.0,21.58,Closed
OBL0000863,CUS000555,Riyad Bank,Auto Loan,38208.35,27659.74,2514.52,7.26,Active
OBL0000864,CUS000557,Tabby,Tabby,1744.06,785.74,13.78,,Active
OBL0000865,CUS000559,Abdul Latif Jameel Finance,Auto Loan,125030.4,97053.7,2623.07,5.98,Active
OBL0000866,CUS000560,Tabby,Tabby,1633.45,912.47,57.03,0.0,Active
OBL0000867,CUS000560,Tamara,Tamara,2271.43,312.31,6.51,0.0,Active
OBL0000868,CUS000560,SNB,Personal Loan,30299.44,4732.04,102.87,4.71,Active
OBL0000869,CUS000561,Al Rajhi Bank,Auto Loan,75193.49,62193.22,15548.31,7.46,Active
OBL0000870,CUS000561,Bank Albilad,Mortgage,1939436.18,1192103.79,19868.4,4.12,Overdue
OBL0000871,CUS000561,SNB,Personal Loan,244035.38,234885.52,9034.06,6.21,Overdue
OBL0000872,CUS000561,SAB,Credit Card,27033.06,3433.81,67.33,21.23,Active
OBL0000873,CUS000562,Tamara,Tamara,844.08,681.51,25.24,0.0,Active
OBL0000874,CUS000564,Saudi Investment Bank,Personal Loan,81891.52,53458.25,2056.09,7.32,Active
OBL0000875,CUS000566,Alinma Bank,Auto Loan,73892.55,61854.93,1145.46,4.71,Active
OBL0000876,CUS000567,Alinma Bank,Personal Loan,180362.64,35886.93,834.58,8.8,Active
OBL0000877,CUS000567,SNB,Auto Loan,163180.93,131756.8,32939.2,4.04,Active
OBL0000878,CUS000569,Alinma Bank,Mortgage,1837111.23,204046.38,15695.88,3.06,Active
OBL0000879,CUS000569,Tabby,Tabby,3062.24,530.61,16.58,0.0,Active
OBL0000880,CUS000570,SAB,Personal Loan,24188.89,3002.43,750.61,7.33,Overdue
OBL0000881,CUS000570,Tamara,Tamara,2070.92,735.95,25.38,0.0,Active
OBL0000882,CUS000571,Tamara,Tamara,4845.17,0.0,0.0,0.0,Closed
OBL0000883,CUS000571,SNB,Auto Loan,48953.14,6124.91,680.55,3.35,Overdue
OBL0000884,CUS000571,Riyad Bank,Credit Card,15719.77,9657.64,268.27,28.63,Overdue
OBL0000885,CUS000572,Abdul Latif Jameel Finance,Auto Loan,52140.93,18907.51,385.87,3.51,Active
OBL0000886,CUS000572,SNB,Personal Loan,166208.94,0.0,0.0,6.77,Closed
OBL0000887,CUS000572,Alinma Bank,Personal Loan,225209.12,179456.24,44864.06,7.56,Active
OBL0000888,CUS000572,SAB,Personal Loan,228627.49,108805.54,3885.91,8.08,Active
OBL0000889,CUS000573,Alinma Bank,Personal Loan,268665.84,60751.28,1012.52,5.02,Active
OBL0000890,CUS000573,SAB,Auto Loan,185044.45,158213.78,19776.72,,Overdue
OBL0000891,CUS000573,Bank Albilad,Credit Card,40397.12,988.13,44.91,20.85,Active
OBL0000892,CUS000573,Tabby,Tabby,4154.33,0.0,0.0,0.0,Closed
OBL0000893,CUS000576,Tamara,Tamara,4505.67,4057.6,86.33,0.0,Active
OBL0000894,CUS000576,Tamara,Tamara,2924.81,2227.11,43.67,0.0,Active
OBL0000895,CUS000576,Bank Albilad,Mortgage,2023429.62,968279.5,22518.13,5.04,Active
OBL0000896,CUS000579,SAB,Personal Loan,201463.08,29510.48,776.59,4.25,Overdue
OBL0000897,CUS000580,Tamara,Tamara,2800.35,726.47,55.88,0.0,Active
OBL0000898,CUS000580,Tamara,Tamara,2784.23,2522.99,157.69,0.0,Active
OBL0000899,CUS000582,Abdul Latif Jameel Finance,Auto Loan,31582.52,13003.63,866.91,3.97,Active
OBL0000900,CUS000583,Tabby,Tabby,1100.15,479.99,120.0,0.0,Active
OBL0000901,CUS000583,Bank Albilad,Personal Loan,185733.91,145169.64,2962.65,4.88,Overdue
OBL0000902,CUS000583,Al Rajhi Bank,Mortgage,1439485.48,67003.54,1175.5,3.92,Active
OBL0000903,CUS000583,Tamara,Tamara,2214.0,1857.59,39.52,0.0,Overdue
OBL0000904,CUS000584,Abdul Latif Jameel Finance,Auto Loan,141405.67,19786.07,430.13,5.54,Active
OBL0000905,CUS000586,Tamara,Tamara,2984.54,1429.96,71.5,0.0,Active
OBL0000906,CUS000587,Bank AlJazira,Auto Loan,66553.09,27367.83,855.24,7.31,Active
OBL0000907,CUS000587,Tabby,Tabby,1211.47,0.0,0.0,0.0,Closed
OBL0000908,CUS000589,Tamara,Tamara,2146.18,809.88,101.23,0.0,Overdue
OBL0000909,CUS000589,Tabby,Tabby,4713.05,2752.15,47.45,0.0,Active
OBL0000910,CUS000589,Tamara,Tamara,493.21,255.71,5.22,0.0,Active
OBL0000911,CUS000592,Al Rajhi Bank,Credit Card,27659.22,8416.61,161.86,22.74,Active
OBL0000912,CUS000593,Al Rajhi Bank,Mortgage,767286.26,697367.17,21132.34,3.8,Active
OBL0000913,CUS000593,Bank Albilad,Auto Loan,149742.23,132217.53,3074.83,5.39,Active
OBL0000914,CUS000593,Tabby,Tabby,4466.36,0.0,0.0,0.0,Closed
OBL0000915,CUS000593,Riyad Bank,Personal Loan,110423.75,70087.84,1946.88,8.45,Active
OBL0000916,CUS000594,Tamara,Tamara,2011.1,1211.56,75.72,0.0,Active
OBL0000917,CUS000594,Tabby,Tabby,376.54,220.21,5.37,0.0,Active
OBL0000918,CUS000594,Al Jazirah Auto,Auto Loan,73679.74,17117.57,658.37,4.21,Active
OBL0000919,CUS000595,Al Rajhi Bank,Personal Loan,60789.71,2591.86,99.69,7.93,Active
OBL0000920,CUS000595,Alinma Bank,Credit Card,20678.58,18574.69,1092.63,23.81,Active
OBL0000921,CUS000595,Al Rajhi Bank,Auto Loan,44186.17,31910.54,,3.29,Active
OBL0000922,CUS000596,Tamara,Tamara,3806.41,0.0,0.0,0.0,Closed
OBL0000923,CUS000597,Bank Albilad,Auto Loan,37820.62,0.0,0.0,6.92,Closed
OBL0000924,CUS000597,Al Jazirah Auto,Auto Loan,162460.08,0.0,0.0,7.49,Closed
OBL0000925,CUS000598,Tabby,Tabby,4879.07,0.0,0.0,0.0,Closed
OBL0000926,CUS000598,Riyad Bank,Credit Card,40237.68,0.0,0.0,18.92,Closed
OBL0000927,CUS000598,Riyad Bank,Personal Loan,239709.2,0.0,0.0,3.69,Closed
OBL0000928,CUS000599,Tabby,Tabby,2209.33,1254.33,38.01,0.0,Deferred
OBL0000929,CUS000599,Al Rajhi Bank,Mortgage,625327.03,0.0,0.0,2.85,Closed
OBL0000930,CUS000601,Riyad Bank,Mortgage,782044.94,0.0,0.0,4.48,Closed
OBL0000931,CUS000601,Bank Albilad,Mortgage,1697816.4,869727.52,27178.99,2.67,Active
OBL0000932,CUS000601,Tamara,Tamara,4999.1,4656.68,332.62,,Active
OBL0000933,CUS000602,Saudi Investment Bank,Credit Card,13125.94,11658.12,388.6,22.53,Active
OBL0000934,CUS000602,SNB,Auto Loan,139983.99,125518.86,8367.92,5.48,Active
OBL0000935,CUS000602,Al Jazirah Auto,Auto Loan,187798.75,32904.12,3656.01,5.63,Active
OBL0000936,CUS000603,Abdul Latif Jameel Finance,Auto Loan,110628.28,45413.01,3784.42,7.19,Active
OBL0000937,CUS000608,Tabby,Tabby,325.28,49.86,2.27,0.0,Active
OBL0000938,CUS000608,Al Rajhi Bank,Auto Loan,153745.83,43257.15,1966.23,6.35,Active
OBL0000939,CUS000608,Al Rajhi Bank,Credit Card,12536.5,9635.18,507.11,22.77,Active
OBL0000940,CUS000608,Tabby,Tabby,1897.92,1507.26,88.66,0.0,Active
OBL0000941,CUS000609,Riyad Bank,Credit Card,7722.71,2894.47,964.82,26.23,Active
OBL0000942,CUS000609,Alinma Bank,Auto Loan,146243.56,90746.81,,7.03,Active
OBL0000943,CUS000609,Tabby,Tabby,4874.18,1010.83,26.6,0.0,Active
OBL0000944,CUS000610,Al Rajhi Bank,Auto Loan,118114.46,0.0,0.0,3.07,Closed
OBL0000945,CUS000610,SAB,Credit Card,7497.66,1384.29,138.43,24.26,Active
OBL0000946,CUS000610,Riyad Bank,Credit Card,24145.41,21961.51,467.27,19.24,Active
OBL0000947,CUS000610,SAB,Personal Loan,139774.63,128781.66,7154.54,4.53,Active
OBL0000948,CUS000612,Tamara,Tamara,419.61,280.62,9.05,0.0,Active
OBL0000949,CUS000612,SNB,Auto Loan,30046.26,0.0,0.0,3.61,Closed
OBL0000950,CUS000612,Saudi Investment Bank,Credit Card,21306.28,2498.63,832.88,20.72,Active
OBL0000951,CUS000612,Bank Albilad,Personal Loan,437492.79,34967.36,4995.34,3.62,Active
OBL0000952,CUS000613,Saudi Investment Bank,Auto Loan,167326.14,0.0,0.0,4.36,Closed
OBL0000953,CUS000613,Tamara,Tamara,1849.4,1735.11,55.97,0.0,Active
OBL0000954,CUS000614,SNB,Personal Loan,131469.52,0.0,0.0,8.16,Closed
OBL0000955,CUS000615,Alinma Bank,Mortgage,3546326.72,0.0,0.0,3.19,Closed
OBL0000956,CUS000616,Tamara,Tamara,1720.1,310.08,6.2,0.0,Active
OBL0000957,CUS000616,Alinma Bank,Auto Loan,171023.74,72966.8,1430.72,6.89,Active
OBL0000958,CUS000616,Tabby,Tabby,1424.11,601.91,24.08,0.0,Active
OBL0000959,CUS000617,Saudi Investment Bank,Auto Loan,137963.97,10022.41,278.4,3.02,Deferred
OBL0000960,CUS000617,Al Rajhi Bank,Mortgage,2065638.04,313874.51,8483.09,5.38,Active
OBL0000961,CUS000617,Bank Albilad,Personal Loan,429473.95,411268.56,11750.53,7.56,Active
OBL0000962,CUS000617,SNB,Auto Loan,182409.37,0.0,0.0,7.08,Closed
OBL0000963,CUS000618,Tamara,Tamara,1636.97,0.0,0.0,0.0,Closed
OBL0000964,CUS000619,SAB,Credit Card,10006.79,0.0,0.0,26.92,Closed
OBL0000965,CUS000620,Tamara,Tamara,2569.28,382.82,10.07,0.0,Active
OBL0000966,CUS000621,Bank AlJazira,Personal Loan,371144.87,299913.0,27264.82,7.64,Active
OBL0000967,CUS000621,Saudi Investment Bank,Credit Card,84890.46,64124.5,2068.53,19.19,Active
OBL0000968,CUS000621,Alinma Bank,Auto Loan,197439.64,139848.74,2497.3,5.78,Active
OBL0000969,CUS000622,SNB,Auto Loan,120709.29,57007.78,1163.42,3.6,Active
OBL0000970,CUS000623,Tamara,Tamara,4708.19,2857.36,119.06,0.0,Active
OBL0000971,CUS000624,Bank AlJazira,Personal Loan,83298.75,74096.0,1255.86,7.85,Active
OBL0000972,CUS000625,Bank Albilad,Credit Card,26629.86,9095.92,227.4,21.46,Active
OBL0000973,CUS000625,SAB,Auto Loan,51619.04,0.0,0.0,5.4,Closed
OBL0000974,CUS000625,Alinma Bank,Credit Card,18935.97,0.0,0.0,18.83,Closed
OBL0000975,CUS000625,Bank AlJazira,Auto Loan,125277.93,116711.74,16673.11,7.28,Active
OBL0000976,CUS000626,Tamara,Tamara,1429.76,625.11,10.78,0.0,Active
OBL0000977,CUS000626,SAB,Personal Loan,393538.05,357933.17,17044.44,8.29,Active
OBL0000978,CUS000626,Bank Albilad,Personal Loan,159635.92,149346.48,5333.8,8.3,Active
OBL0000979,CUS000627,SAB,Mortgage,621941.0,539028.67,41463.74,2.89,Active
OBL0000980,CUS000628,SNB,Auto Loan,195957.96,109740.37,21948.07,3.61,Active
OBL0000981,CUS000628,SNB,Mortgage,1492085.65,1364562.7,31734.02,4.32,Active
OBL0000982,CUS000628,SAB,Auto Loan,34822.51,6353.47,117.66,4.7,Active
OBL0000983,CUS000629,Alinma Bank,Mortgage,995153.31,155131.31,5540.4,4.31,Active
OBL0000984,CUS000630,Bank AlJazira,Auto Loan,181824.08,75450.36,1934.62,3.1,Overdue
OBL0000985,CUS000630,Riyad Bank,Personal Loan,388466.78,322024.87,12385.57,6.15,Overdue
OBL0000986,CUS000631,Tabby,Tabby,1185.84,392.11,17.05,0.0,Active
OBL0000987,CUS000631,Al Rajhi Bank,Credit Card,17769.47,17002.43,369.62,19.59,Active
OBL0000988,CUS000631,Riyad Bank,Personal Loan,212212.88,0.0,0.0,8.76,Closed
OBL0000989,CUS000633,Alinma Bank,Mortgage,1674828.26,492953.13,12023.25,4.46,Active
OBL0000990,CUS000633,Tabby,Tabby,1998.72,1047.07,29.09,0.0,Active
OBL0000991,CUS000633,SAB,Credit Card,21627.33,19233.32,377.12,24.57,Active
OBL0000992,CUS000635,Al Jazirah Auto,Auto Loan,131267.41,55152.82,7878.97,6.69,Active
OBL0000993,CUS000635,Alinma Bank,Personal Loan,575802.87,125461.28,2281.11,4.64,Active
OBL0000994,CUS000635,Tamara,Tamara,960.67,0.0,0.0,0.0,Closed
OBL0000995,CUS000635,Bank Albilad,Mortgage,2559182.59,0.0,0.0,2.75,Closed
OBL0000996,CUS000636,SNB,Auto Loan,113920.7,0.0,0.0,3.46,Closed
OBL0000997,CUS000636,Tabby,Tabby,792.6,457.54,9.73,,Active
OBL0000998,CUS000636,Tamara,Tamara,4640.77,4000.04,142.86,0.0,Active
OBL0000999,CUS000637,Saudi Investment Bank,Personal Loan,347004.77,0.0,0.0,4.4,Closed
OBL0001000,CUS000637,SAB,Auto Loan,174991.89,74783.49,7478.35,3.54,Overdue
OBL0001001,CUS000637,SNB,Personal Loan,90612.86,0.0,0.0,8.98,Closed
OBL0001002,CUS000638,SAB,Mortgage,1582311.91,0.0,0.0,4.08,Closed
OBL0001003,CUS000638,Riyad Bank,Auto Loan,172472.94,107352.15,2439.82,5.98,Active
OBL0001004,CUS000638,Alinma Bank,Mortgage,2049629.35,1594095.04,99630.94,3.22,Deferred
OBL0001005,CUS000638,Al Rajhi Bank,Credit Card,71287.53,66550.88,2559.65,22.82,Active
OBL0001006,CUS000642,Bank AlJazira,Credit Card,42172.93,0.0,0.0,21.54,Closed
OBL0001007,CUS000643,Tabby,Tabby,4899.65,2511.87,55.82,0.0,Active
OBL0001008,CUS000646,Bank Albilad,Personal Loan,67629.34,30463.36,1269.31,6.56,Deferred
OBL0001009,CUS000646,Saudi Investment Bank,Auto Loan,158039.61,0.0,0.0,4.69,Closed
OBL0001010,CUS000647,Tabby,Tabby,202.39,188.54,8.98,0.0,Overdue
OBL0001011,CUS000647,Saudi Investment Bank,Auto Loan,195842.48,117673.35,3096.67,4.57,Active
OBL0001012,CUS000647,Tamara,Tamara,4845.78,791.87,17.6,0.0,Active
OBL0001013,CUS000647,SNB,Mortgage,841953.05,0.0,0.0,,Closed
OBL0001014,CUS000648,Tabby,Tabby,2651.63,176.4,11.03,0.0,Overdue
OBL0001015,CUS000648,Tabby,Tabby,1609.63,0.0,0.0,0.0,Closed
OBL0001016,CUS000648,Riyad Bank,Personal Loan,239748.45,219554.68,14636.98,8.89,Active
OBL0001017,CUS000648,Riyad Bank,Personal Loan,211882.15,135020.93,3068.66,8.17,Active
OBL0001018,CUS000650,Alinma Bank,Credit Card,57784.0,47102.77,1624.23,21.43,Active
OBL0001019,CUS000650,Al Jazirah Auto,Auto Loan,76893.14,0.0,0.0,6.92,Closed
OBL0001020,CUS000650,Tamara,Tamara,4104.11,1340.31,31.17,0.0,Deferred
OBL0001021,CUS000651,Tamara,Tamara,1703.2,876.23,17.52,0.0,Active
OBL0001022,CUS000651,Al Jazirah Auto,Auto Loan,99788.23,0.0,0.0,4.63,Closed
OBL0001023,CUS000651,Tamara,Tamara,2856.06,135.61,15.07,0.0,Active
OBL0001024,CUS000653,Tamara,Tamara,439.86,0.0,0.0,0.0,Closed
OBL0001025,CUS000653,Bank AlJazira,Credit Card,78843.48,54365.25,1753.72,27.47,Active
OBL0001026,CUS000653,Tamara,Tamara,510.93,0.0,0.0,0.0,Closed
OBL0001027,CUS000653,Tabby,Tabby,302.41,53.63,1.12,0.0,Active
OBL0001028,CUS000654,Al Rajhi Bank,Credit Card,34306.72,15997.15,941.01,28.38,Overdue
OBL0001029,CUS000654,SAB,Mortgage,761381.62,168584.18,5438.2,4.14,Active
OBL0001030,CUS000655,Tabby,Tabby,4957.39,2929.91,183.12,0.0,Active
OBL0001031,CUS000656,Bank AlJazira,Auto Loan,199366.5,170896.16,4272.4,6.06,Active
OBL0001032,CUS000656,Alinma Bank,Auto Loan,63687.95,41608.19,2189.9,7.07,Active
OBL0001033,CUS000656,SAB,Personal Loan,57639.96,0.0,0.0,7.48,Closed
OBL0001034,CUS000659,Saudi Investment Bank,Personal Loan,74324.07,38375.17,2019.75,4.4,Active
OBL0001035,CUS000659,Saudi Investment Bank,Auto Loan,163154.94,13995.02,233.25,6.84,Active
OBL0001036,CUS000659,SAB,Auto Loan,93027.83,6158.09,136.85,7.05,Active
OBL0001037,CUS000659,Tabby,Tabby,4098.2,3047.97,145.14,0.0,Active
OBL0001038,CUS000660,Bank AlJazira,Credit Card,21612.61,15536.71,456.96,,Active
OBL0001039,CUS000660,Saudi Investment Bank,Auto Loan,59686.0,35600.39,1369.25,4.15,Active
OBL0001040,CUS000660,Tamara,Tamara,3324.91,957.08,59.82,0.0,Active
OBL0001041,CUS000660,Al Rajhi Bank,Personal Loan,110198.81,93724.54,2082.77,5.15,Active
OBL0001042,CUS000661,Alinma Bank,Mortgage,1477931.24,964665.5,241166.38,4.36,Active
OBL0001043,CUS000661,Tamara,Tamara,3559.11,2244.44,68.01,0.0,Overdue
OBL0001044,CUS000661,Bank AlJazira,Auto Loan,152999.16,7019.18,121.02,3.69,Active
OBL0001045,CUS000662,Al Rajhi Bank,Auto Loan,97542.15,80512.34,2118.75,5.98,Active
OBL0001046,CUS000662,SNB,Mortgage,1011668.21,0.0,0.0,4.27,Closed
OBL0001047,CUS000662,Tabby,Tabby,2541.36,538.41,17.95,0.0,Overdue
OBL0001048,CUS000662,Riyad Bank,Credit Card,21307.23,14446.76,1031.91,24.45,Active
OBL0001049,CUS000663,Alinma Bank,Credit Card,43091.75,0.0,0.0,28.93,Closed
OBL0001050,CUS000663,Bank AlJazira,Auto Loan,128116.44,104487.25,1865.84,4.61,Active
OBL0001051,CUS000667,Al Jazirah Auto,Auto Loan,108001.84,0.0,0.0,6.04,Closed
OBL0001052,CUS000667,SAB,Credit Card,15888.29,1961.01,40.85,21.22,Active
OBL0001053,CUS000668,Alinma Bank,Auto Loan,163844.23,54497.44,2369.45,6.15,Active
OBL0001054,CUS000669,SAB,Personal Loan,9317.57,0.0,0.0,5.34,Closed
OBL0001055,CUS000669,Tamara,Tamara,1365.51,245.84,6.47,0.0,Overdue
OBL0001056,CUS000669,Tabby,Tabby,4230.4,1498.92,36.56,0.0,Overdue
OBL0001057,CUS000671,Riyad Bank,Personal Loan,83220.54,53967.26,1079.35,5.6,Active
OBL0001058,CUS000673,Alinma Bank,Mortgage,915712.03,0.0,0.0,3.95,Closed
OBL0001059,CUS000675,Saudi Investment Bank,Credit Card,5648.45,2351.23,47.02,24.73,Active
OBL0001060,CUS000675,Tamara,Tamara,3229.02,2382.02,41.79,0.0,Active
OBL0001061,CUS000676,Tamara,Tamara,3262.03,0.0,0.0,0.0,Closed
OBL0001062,CUS000676,Alinma Bank,Mortgage,919543.44,0.0,,3.92,Closed
OBL0001063,CUS000676,Tabby,Tabby,3686.97,3047.54,105.09,0.0,Active
OBL0001064,CUS000677,Alinma Bank,Personal Loan,322141.08,0.0,0.0,7.68,Closed
OBL0001065,CUS000677,SNB,Mortgage,2548065.6,0.0,0.0,3.89,Closed
OBL0001066,CUS000677,Tabby,Tabby,3391.58,2261.78,251.31,,Active
OBL0001067,CUS000678,Tamara,Tamara,983.84,0.0,0.0,0.0,Closed
OBL0001068,CUS000678,Al Rajhi Bank,Credit Card,34063.36,0.0,0.0,24.73,Closed
OBL0001069,CUS000678,SNB,Credit Card,30885.32,8929.33,2232.33,23.35,Active
OBL0001070,CUS000679,SNB,Mortgage,1122324.86,217571.13,3955.84,3.65,Active
OBL0001071,CUS000679,Bank AlJazira,Auto Loan,170782.19,150516.55,21502.36,7.28,Active
OBL0001072,CUS000679,Al Rajhi Bank,Personal Loan,67204.69,56891.59,3160.64,5.3,Active
OBL0001073,CUS000680,Tamara,Tamara,638.55,193.14,6.9,0.0,Active
OBL0001074,CUS000680,Al Rajhi Bank,Mortgage,1876017.12,1442339.52,240389.92,2.73,Active
OBL0001075,CUS000680,Bank Albilad,Personal Loan,223700.65,41520.13,1730.01,4.74,Active
OBL0001076,CUS000680,Riyad Bank,Mortgage,2804889.71,1078808.63,82985.28,2.9,Active
OBL0001077,CUS000681,Al Rajhi Bank,Personal Loan,405640.84,59759.26,3145.22,3.68,Active
OBL0001078,CUS000681,Alinma Bank,Mortgage,2392750.27,268023.4,17868.23,4.56,Active
OBL0001079,CUS000682,Riyad Bank,Personal Loan,108544.77,0.0,0.0,7.0,Closed
OBL0001080,CUS000682,Tabby,Tabby,3530.25,2361.34,69.45,0.0,Active
OBL0001081,CUS000682,SAB,Credit Card,13759.2,3427.59,85.69,19.21,Active
OBL0001082,CUS000682,Tamara,Tamara,4504.18,0.0,0.0,0.0,Closed
OBL0001083,CUS000684,Al Rajhi Bank,Personal Loan,493752.54,379435.45,75887.09,7.41,Active
OBL0001084,CUS000684,SAB,Mortgage,1568592.94,1282319.27,71239.96,2.96,Active
OBL0001085,CUS000684,Alinma Bank,Credit Card,40298.03,0.0,0.0,28.81,Closed
OBL0001086,CUS000685,Riyad Bank,Mortgage,3569047.08,0.0,0.0,3.55,Closed
OBL0001087,CUS000685,Tamara,Tamara,3703.01,1513.93,32.91,0.0,Active
OBL0001088,CUS000685,Tabby,Tabby,592.49,0.0,0.0,,Closed
OBL0001089,CUS000685,Tabby,Tabby,987.74,0.0,0.0,0.0,Closed
OBL0001090,CUS000687,Tamara,Tamara,2519.81,2118.37,43.23,0.0,Active
OBL0001091,CUS000687,Tabby,Tabby,2007.44,1586.87,51.19,0.0,Active
OBL0001092,CUS000689,Bank Albilad,Mortgage,1674345.19,1604530.24,,2.59,Active
OBL0001093,CUS000689,SAB,Mortgage,1733465.2,1647235.99,91513.11,3.21,Active
OBL0001094,CUS000689,Tabby,Tabby,1964.77,0.0,0.0,0.0,Closed
OBL0001095,CUS000689,Al Rajhi Bank,Credit Card,48365.6,23100.97,796.59,24.53,Active
OBL0001096,CUS000691,Saudi Investment Bank,Personal Loan,298810.92,143814.92,2437.54,7.78,Active
OBL0001097,CUS000691,Riyad Bank,Mortgage,859782.54,30217.95,3357.55,3.54,Active
OBL0001098,CUS000692,Tamara,Tamara,3499.54,406.39,9.03,0.0,Overdue
OBL0001099,CUS000692,Bank Albilad,Mortgage,1042077.0,348536.75,6702.63,4.31,Active
OBL0001100,CUS000692,SNB,Auto Loan,151166.39,108044.32,2298.82,5.47,Active
OBL0001101,CUS000694,Tabby,Tabby,4547.44,924.24,17.12,0.0,Active
OBL0001102,CUS000694,Alinma Bank,Credit Card,33261.67,10437.24,306.98,24.14,Active
OBL0001103,CUS000694,Tamara,Tamara,1295.98,0.0,0.0,0.0,Closed
OBL0001104,CUS000694,SNB,Personal Loan,166237.69,8732.09,485.12,7.81,Active
OBL0001105,CUS000695,Tabby,Tabby,709.44,591.13,21.89,0.0,Active
OBL0001106,CUS000695,Tabby,Tabby,3049.72,1348.46,56.19,0.0,Active
OBL0001107,CUS000695,Riyad Bank,Mortgage,1630444.26,709773.94,13917.14,3.51,Active
OBL0001108,CUS000696,Abdul Latif Jameel Finance,Auto Loan,56129.15,46777.51,1299.38,3.9,Active
OBL0001109,CUS000696,Al Rajhi Bank,Auto Loan,145870.86,64752.63,2698.03,5.57,Active
OBL0001110,CUS000697,Alinma Bank,Auto Loan,97610.21,0.0,0.0,3.6,Closed
OBL0001111,CUS000697,Riyad Bank,Credit Card,34222.4,0.0,0.0,18.06,Closed
OBL0001112,CUS000697,Tabby,Tabby,2716.38,0.0,0.0,0.0,Closed
OBL0001113,CUS000698,SNB,Credit Card,15401.78,0.0,0.0,22.12,Closed
OBL0001114,CUS000698,SNB,Personal Loan,134918.87,124946.84,2117.74,6.59,Deferred
OBL0001115,CUS000698,Riyad Bank,Credit Card,16738.2,0.0,0.0,24.98,Closed
OBL0001116,CUS000698,Saudi Investment Bank,Credit Card,27948.86,8262.35,250.37,26.83,Overdue
OBL0001117,CUS000699,Riyad Bank,Auto Loan,89221.47,82386.07,2353.89,7.45,Active
OBL0001118,CUS000699,Al Jazirah Auto,Auto Loan,168193.3,63800.75,1081.37,7.07,Active
OBL0001119,CUS000700,Tamara,Tamara,3156.31,553.68,10.45,0.0,Overdue
OBL0001120,CUS000700,Tamara,Tamara,3453.27,0.0,0.0,0.0,Closed
OBL0001121,CUS000700,Tamara,Tamara,3204.68,0.0,0.0,0.0,Closed
OBL0001122,CUS000700,Al Rajhi Bank,Credit Card,86972.62,17842.59,5947.53,28.8,Active
OBL0001123,CUS000701,Riyad Bank,Personal Loan,319596.42,31883.95,3542.66,3.64,Active
OBL0001124,CUS000701,SAB,Auto Loan,145649.23,45963.62,2703.74,5.48,Active
OBL0001125,CUS000701,Tamara,Tamara,4493.0,3922.44,70.04,0.0,Active
OBL0001126,CUS000701,Alinma Bank,Mortgage,1032138.84,400279.96,16678.33,3.94,Active
OBL0001127,CUS000702,Saudi Investment Bank,Credit Card,43255.6,7224.59,160.55,,Active
OBL0001128,CUS000702,Riyad Bank,Personal Loan,253388.16,37272.38,1164.76,8.29,Active
OBL0001129,CUS000705,Bank AlJazira,Auto Loan,94773.64,9123.49,651.68,4.97,Active
OBL0001130,CUS000705,Tamara,Tamara,955.96,45.47,4.55,0.0,Active
OBL0001131,CUS000705,Bank Albilad,Personal Loan,100932.5,62160.7,1680.02,5.81,Active
OBL0001132,CUS000706,Al Rajhi Bank,Mortgage,2072756.58,637753.15,13569.22,3.71,Active
OBL0001133,CUS000708,Bank AlJazira,Personal Loan,195106.65,177470.09,6825.77,4.0,Active
OBL0001134,CUS000710,Al Jazirah Auto,Auto Loan,191743.76,0.0,0.0,7.17,Closed
OBL0001135,CUS000710,Tabby,Tabby,4386.02,0.0,0.0,0.0,Closed
OBL0001136,CUS000711,Saudi Investment Bank,Credit Card,12325.11,7728.52,772.85,22.21,Overdue
OBL0001137,CUS000711,Bank AlJazira,Credit Card,18828.47,9724.59,347.31,21.38,Overdue
OBL0001138,CUS000711,Bank Albilad,Credit Card,21631.59,0.0,0.0,23.99,Closed
OBL0001139,CUS000711,Tabby,Tabby,4351.11,3414.3,92.28,0.0,Active
OBL0001140,CUS000712,Alinma Bank,Personal Loan,344146.52,185454.11,6181.8,6.0,Active
OBL0001141,CUS000712,Abdul Latif Jameel Finance,Auto Loan,151503.06,101213.51,2300.31,4.06,Overdue
OBL0001142,CUS000712,Bank AlJazira,Auto Loan,112308.64,0.0,0.0,5.69,Closed
OBL0001143,CUS000714,Bank Albilad,Personal Loan,198345.84,0.0,0.0,7.63,Closed
OBL0001144,CUS000714,Tabby,Tabby,4729.3,2664.89,242.26,0.0,Overdue
OBL0001145,CUS000714,Tamara,Tamara,2809.15,2189.14,182.43,0.0,Active
OBL0001146,CUS000714,Tabby,Tabby,629.01,295.58,9.53,0.0,Deferred
