customer_id,connected_banks,total_balance,total_loans,total_credit_card_balance,total_bnpl_balance,total_monthly_commitments,total_income,debt_to_income_ratio,credit_utilization,financial_stability_score,default_probability,risk_level,recommendation,explainable_reason
CUS002610,4,1032479.31,343021.84,0.0,449.49,67406.69,24013.0,2.8071,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002611,2,344754.86,34135.43,4645.94,0.0,4445.62,8976.0,0.4953,0.1725,91.0,0.12,Low,Approve,Excellent Repayment Capacity
CUS002612,4,1998823.48,0.0,0.0,0.0,0.0,44528.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002613,1,47186.49,0.0,0.0,0.0,0.0,1917.0,0.0,0.0,90.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002614,4,599906.98,1031225.07,0.0,0.0,25918.24,17741.0,1.4609,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002615,1,7555.93,0.0,0.0,0.0,0.0,1081.0,0.0,0.0,90.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002616,1,470614.0,0.0,38473.51,0.0,894.73,28144.0,0.0318,0.4557,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002617,4,473507.54,0.0,19528.96,293.38,4887.88,10294.0,0.4748,0.6324,86.0,0.12,Low,Approve,Excellent Repayment Capacity
CUS002618,4,791236.28,328102.65,0.0,3729.85,13795.27,23989.0,0.5751,0.0,88.0,0.17,Medium,Manual Review,Multiple Active Loans | High BNPL Exposure
CUS002619,2,19955.23,0.0,0.0,0.0,0.0,1107.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002620,1,152169.7,241804.51,0.0,0.0,7327.41,23326.0,0.3141,0.0,95.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002621,4,1978260.46,0.0,0.0,6390.35,317.58,34617.0,0.0092,0.0,100.0,0.1,Low,Approve,High BNPL Exposure
CUS002622,1,38427.75,65142.99,0.0,1709.85,1816.31,15345.0,0.1184,0.0,95.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002623,3,557874.84,319629.52,23019.86,881.97,9610.09,20582.0,0.4669,0.3728,93.0,0.12,Low,Approve,Multiple Active Loans
CUS002624,3,579207.65,153959.64,0.0,0.0,5498.56,13942.0,0.3944,0.0,91.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002625,4,1200518.29,0.0,6921.11,0.0,247.18,14871.0,0.0166,0.1551,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002626,1,38801.96,0.0,749.4,1660.08,69.15,1486.0,0.0465,0.1681,90.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002627,5,374560.72,0.0,0.0,0.0,0.0,5233.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002628,2,933859.13,0.0,0.0,0.0,0.0,26630.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002629,4,2053710.41,327808.69,0.0,0.0,36423.19,25762.0,1.4138,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002630,4,495518.5,208467.19,0.0,1675.24,5949.05,8241.0,0.7219,0.0,76.0,0.3,Medium,Manual Review,High Debt-to-Income Ratio | Multiple Active Loans
CUS002631,4,321199.02,0.0,0.0,0.0,0.0,6711.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002632,4,435697.44,0.0,0.0,0.0,0.0,7328.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002633,5,924648.37,9065.92,3318.36,0.0,386.05,11931.0,0.0324,0.0927,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002634,2,420440.83,0.0,0.0,0.0,0.0,33535.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002635,3,385934.4,0.0,0.0,0.0,0.0,10611.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002636,3,42787.0,0.0,0.0,0.0,0.0,951.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002637,5,533200.15,248479.09,0.0,0.0,4542.05,13955.0,0.3255,0.0,91.0,0.05,Low,Approve,Multiple Active Loans
CUS002638,2,10009.19,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002639,5,2207789.23,384832.01,0.0,0.0,14253.04,43813.0,0.3253,0.0,98.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002640,1,27157.48,25863.91,0.0,0.0,862.13,8387.0,0.1028,0.0,98.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002641,4,694740.15,4406.09,0.0,0.0,81.59,8748.0,0.0093,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002642,3,466046.01,166138.63,0.0,0.0,11867.05,18518.0,0.6408,0.0,83.0,0.3,Medium,Manual Review,High Debt-to-Income Ratio
CUS002643,3,1557612.12,0.0,0.0,0.0,0.0,31638.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002644,5,1315244.17,75999.19,0.0,0.0,2054.03,19935.0,0.103,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002645,5,1513005.91,0.0,35869.72,1385.02,2185.46,29851.0,0.0732,0.4005,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002646,4,1237120.22,0.0,0.0,0.0,0.0,19514.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002647,4,755936.89,0.0,0.0,0.0,0.0,8797.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002648,1,-1526.09,0.0,0.0,0.0,0.0,24416.0,0.0,0.0,80.0,0.2,Medium,Manual Review,Low Average Balance
CUS002649,4,536354.02,0.0,1447.26,0.0,30.15,14727.0,0.002,0.0328,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002650,2,364569.67,878579.78,9580.69,2891.98,24659.91,22915.0,1.0761,0.1394,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002651,5,1493345.2,168573.68,0.0,965.28,28116.07,14025.0,2.0047,0.0,66.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002652,2,1648168.15,0.0,0.0,0.0,0.0,34863.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002653,5,505531.18,0.0,0.0,0.0,0.0,6710.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002654,4,998952.77,74038.77,13756.57,0.0,8921.21,17849.0,0.4998,0.2569,98.0,0.12,Low,Approve,Excellent Repayment Capacity
CUS002655,5,1442669.0,38591.7,26676.25,2904.04,4890.31,23585.0,0.2073,0.377,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002656,1,20807.86,0.0,14840.81,0.0,1583.16,9646.0,0.1641,0.5128,83.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002657,4,283160.06,0.0,9984.49,0.0,2496.12,5000.0,0.4992,0.6656,78.0,0.17,Low,Approve,Stable Financial Profile
CUS002658,1,594621.73,0.0,0.0,2403.56,388.68,27217.0,0.0143,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002659,5,1660786.46,0.0,0.0,0.0,0.0,25584.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002660,4,3794457.13,59044.54,0.0,0.0,2036.02,51728.0,0.0394,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002661,2,563514.52,0.0,0.0,0.0,0.0,26619.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002662,2,335868.4,0.0,0.0,0.0,0.0,31294.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002663,5,584173.18,55279.55,0.0,0.0,6909.94,10074.0,0.6859,0.0,76.0,0.3,Medium,Manual Review,High Debt-to-Income Ratio
CUS002664,1,50757.42,0.0,0.0,1454.92,69.28,15648.0,0.0044,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002665,3,27755.93,0.0,0.0,0.0,0.0,813.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002666,4,1298194.88,310193.28,29171.6,0.0,6111.16,29745.0,0.2055,0.3269,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002667,1,32052.18,0.0,0.0,0.0,0.0,13117.0,0.0,0.0,88.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002668,1,90256.09,0.0,0.0,1417.25,48.87,12390.0,0.0039,0.0,98.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002669,4,776895.47,0.0,0.0,0.0,0.0,24636.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002670,3,3668785.76,1135636.78,0.0,0.0,113563.68,54631.0,2.0787,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002671,4,668833.37,0.0,443.32,0.0,8.36,9958.0,0.0008,0.0148,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002672,1,30182.4,49751.04,0.0,0.0,857.78,9995.0,0.0858,0.0,98.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002673,1,49783.89,0.0,28830.9,0.0,1725.82,11898.0,0.1451,0.8077,83.0,0.15,Low,Approve,High Credit Card Utilization
CUS002674,4,580787.82,225021.82,0.0,0.0,4497.04,21124.0,0.2129,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002675,1,133819.6,0.0,0.0,0.0,0.0,27761.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002676,2,209.91,0.0,0.0,0.0,0.0,17.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002677,5,309243.74,0.0,0.0,0.0,0.0,5920.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002678,5,747849.59,0.0,0.0,0.0,0.0,10955.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002679,3,426801.64,0.0,0.0,0.0,0.0,14267.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002680,2,614220.41,0.0,0.0,0.0,0.0,28232.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002681,3,2645156.34,3181831.03,0.0,3337.64,127682.28,59209.0,2.1565,0.0,68.0,0.5,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002682,1,6096.14,12367.36,1623.87,0.0,338.84,1388.0,0.2441,0.39,85.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002683,5,745163.96,37999.85,54274.35,92.96,5602.63,22639.0,0.2475,0.7991,100.0,0.05,Low,Approve,High Credit Card Utilization
CUS002684,2,1215995.3,0.0,0.0,1582.12,143.83,29568.0,0.0049,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002685,3,986968.72,0.0,0.0,0.0,0.0,23727.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002686,1,40239.47,173554.87,15233.85,266.12,8295.92,13059.0,0.6353,0.3888,68.0,0.3,Medium,Manual Review,High Debt-to-Income Ratio | Multiple Active Loans
CUS002687,5,20364.34,0.0,0.0,0.0,0.0,408.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002688,5,2195996.51,1017561.76,0.0,2379.75,22439.36,26026.0,0.8622,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002689,1,17356.43,22931.51,0.0,0.0,955.48,5000.0,0.1911,0.0,90.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002690,2,153621.74,0.0,0.0,211.66,23.52,7363.0,0.0032,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002691,1,38058.06,0.0,0.0,0.0,0.0,13904.0,0.0,0.0,88.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002692,4,1579223.91,209226.96,0.0,0.0,3804.13,27400.0,0.1388,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002693,1,11329.08,0.0,0.0,0.0,0.0,2235.0,0.0,0.0,90.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002694,1,34942.12,0.0,15256.9,3971.54,3766.05,15878.0,0.2372,0.3203,85.0,0.1,Low,Approve,High BNPL Exposure
CUS002695,5,1050295.73,14261.08,0.0,1922.43,782.62,10036.0,0.078,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002696,5,1524275.57,0.0,0.0,0.0,0.0,33410.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002697,4,274571.7,41571.67,0.0,547.47,3278.52,12140.0,0.2701,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002698,1,8591.7,0.0,0.0,0.0,0.0,643.0,0.0,0.0,90.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002699,4,562833.06,0.0,0.0,0.0,0.0,13710.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002700,4,1117303.25,931066.88,0.0,0.0,103451.88,22419.0,4.6145,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002701,5,865788.0,1014187.63,0.0,968.21,44152.06,15849.0,2.7858,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002702,4,239137.42,0.0,0.0,0.0,0.0,4456.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002703,5,2030811.65,23669.1,0.0,2462.8,748.68,23522.0,0.0318,0.0,,0.05,Low,Approve,High BNPL Exposure
CUS002704,2,328458.43,0.0,12793.37,859.38,692.87,7534.0,0.092,0.566,88.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002705,4,47463.72,0.0,0.0,0.0,0.0,2497.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002706,2,65379.11,38283.56,0.0,368.52,1480.03,20219.0,0.0732,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002707,1,71184.73,46189.6,10323.89,0.0,1454.85,18873.0,0.0771,0.1823,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002708,5,303840.9,0.0,0.0,0.0,0.0,5923.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002709,3,1159448.74,0.0,0.0,0.0,0.0,33333.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002710,2,60226.56,85200.32,0.0,0.0,1852.18,17473.0,0.106,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002711,2,396544.31,626895.31,3898.0,4130.75,22362.71,12466.0,1.7939,0.1042,61.0,0.5,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002712,4,1451504.7,828480.19,51061.52,360.27,40342.73,33732.0,1.196,0.5046,68.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002713,4,128523.64,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002714,3,298578.19,20679.57,0.0,0.0,504.38,11903.0,0.0424,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002715,1,834894.55,0.0,0.0,0.0,0.0,26329.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002716,4,2258461.27,0.0,38290.23,0.0,750.79,30506.0,0.0246,0.4184,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002717,2,527868.73,0.0,16196.07,0.0,809.8,14220.0,0.0569,0.3797,96.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002718,4,660200.79,49162.55,7957.76,0.0,3052.78,8823.0,0.346,0.3006,86.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002719,3,746960.77,73494.42,0.0,2920.72,1361.08,16134.0,0.0844,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002720,5,1426938.29,0.0,0.0,0.0,0.0,18383.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002721,2,125091.73,0.0,0.0,0.0,0.0,15228.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002722,4,360363.59,0.0,0.0,0.0,0.0,6371.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002723,4,13525.13,3064.98,0.0,0.0,191.56,393.0,0.4874,0.0,83.0,0.22,Medium,Manual Review,Excellent Repayment Capacity
CUS002724,3,2127648.45,0.0,0.0,518.9,15.26,51415.0,0.0003,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002725,3,200387.95,0.0,0.0,0.0,0.0,16403.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002726,5,235942.69,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002727,1,114763.55,0.0,0.0,3219.85,67.08,18450.0,0.0036,0.0,100.0,0.1,Low,Approve,High BNPL Exposure
CUS002728,3,76984.0,8779.79,0.0,0.0,675.37,1976.0,0.3418,0.0,83.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002729,4,3551215.75,0.0,0.0,3017.6,44.21,54878.0,0.0008,0.0,100.0,0.1,Low,Approve,High BNPL Exposure
CUS002730,2,482365.71,91896.29,0.0,1163.15,5448.74,40755.0,0.1337,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002731,4,478178.03,0.0,13694.83,0.0,491.37,21170.0,0.0232,0.2156,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002732,2,276771.29,0.0,0.0,0.0,0.0,14678.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002733,5,1424714.2,489635.28,7448.52,1775.11,9597.55,18325.0,0.5237,0.1355,93.0,0.12,Medium,Manual Review,Multiple Active Loans
CUS002734,4,229205.39,0.0,0.0,0.0,0.0,9432.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002735,2,756045.61,0.0,0.0,0.0,0.0,39156.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002736,5,244545.31,139298.09,0.0,0.0,10715.24,7212.0,1.4858,0.0,58.0,0.5,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002737,3,1476137.47,0.0,10247.73,0.0,1280.97,23083.0,0.0555,0.148,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002738,5,394735.75,0.0,0.0,0.0,0.0,10464.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002739,2,168326.04,92673.2,0.0,2025.39,4789.46,14297.0,0.335,0.0,91.0,0.05,Low,Approve,High BNPL Exposure
CUS002740,4,936819.47,0.0,0.0,2305.91,109.81,19248.0,0.0057,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002741,5,524457.41,36675.92,0.0,1230.29,1206.46,7622.0,0.1583,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002742,1,125321.01,106101.53,0.0,1054.2,2214.11,7403.0,0.2991,0.0,90.0,0.1,Low,Approve,Multiple Active Loans
CUS002743,2,670600.67,0.0,0.0,0.0,0.0,17772.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002744,2,654679.57,0.0,8478.51,0.0,159.97,30247.0,0.0053,0.0934,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002745,3,53617.0,598.14,0.0,476.45,31.83,1060.0,0.03,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002746,3,637773.45,0.0,0.0,1642.98,32.56,59143.0,0.0006,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002747,2,2085431.51,2715268.8,0.0,0.0,119153.14,48271.0,2.4684,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002748,3,575395.49,103969.61,0.0,1169.67,2770.44,17672.0,0.1568,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002749,1,270860.48,12324.57,0.0,0.0,256.76,14684.0,0.0175,0.0,98.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002750,2,499976.95,0.0,0.0,2686.81,57.17,27607.0,0.0021,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002751,3,74123.12,0.0,0.0,0.0,0.0,2143.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002752,2,112763.72,133019.2,0.0,0.0,2765.03,5903.0,0.4684,0.0,83.0,0.17,Low,Approve,Multiple Active Loans
CUS002753,2,325004.3,0.0,0.0,0.0,0.0,13988.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002754,5,954772.03,20779.3,0.0,492.77,518.44,12495.0,0.0415,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002755,1,24875.07,0.0,0.0,0.0,0.0,12593.0,0.0,0.0,88.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002756,5,1690923.1,1270508.11,0.0,79.96,47059.06,27090.0,1.7371,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002757,3,388171.25,0.0,2131.06,5239.05,159.78,13588.0,0.0118,0.0523,96.0,0.1,Low,Approve,High BNPL Exposure
CUS002758,1,106360.87,66597.41,0.0,956.99,13638.48,8365.0,1.6304,0.0,63.0,0.45,High,Reject,High Debt-to-Income Ratio
CUS002759,2,374473.99,796326.39,23760.86,0.0,23331.71,22592.0,1.0327,0.3506,68.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002760,4,3627167.08,2582761.85,0.0,2441.01,103352.56,59224.0,1.7451,0.0,73.0,0.45,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002761,1,23866.6,181980.97,0.0,0.0,3995.2,5000.0,0.799,0.0,65.0,0.35,Medium,Manual Review,High Debt-to-Income Ratio | Multiple Active Loans
CUS002762,5,483874.91,28168.16,0.0,0.0,0.0,21729.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002763,1,72680.76,0.0,0.0,0.0,0.0,6608.0,0.0,0.0,90.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002764,3,1058319.71,314814.54,11888.52,1494.27,6118.18,24019.0,0.2547,0.165,100.0,0.05,Low,Approve,Multiple Active Loans
CUS002765,4,1143424.64,0.0,0.0,0.0,0.0,19420.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002766,3,230621.9,92750.0,0.0,1268.12,3551.23,13133.0,0.2704,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002767,4,1313851.04,51027.03,0.0,0.0,1000.53,18970.0,0.0527,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002768,1,232558.79,0.0,0.0,0.0,0.0,31073.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002769,2,586369.98,0.0,0.0,2123.16,303.31,18380.0,0.0165,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002770,1,98084.25,0.0,0.0,0.0,0.0,21090.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002771,2,724014.04,785632.1,0.0,0.0,0.0,21440.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002772,4,4084204.16,197470.56,74653.89,0.0,12855.89,52053.0,0.247,0.4781,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002773,2,102634.68,0.0,10256.74,0.0,261.34,6944.0,0.0376,0.4924,88.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002774,5,1508766.99,0.0,0.0,2083.11,122.54,40784.0,0.003,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002775,3,369159.93,0.0,0.0,296.42,16.47,10202.0,0.0016,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002776,3,934727.07,11074.91,0.0,0.0,235.64,31003.0,0.0076,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002777,2,2092169.84,781156.33,0.0,0.0,24533.76,52096.0,0.4709,0.0,98.0,0.12,Low,Approve,Multiple Active Loans
CUS002778,5,1209143.88,89835.0,0.0,1604.94,1622.17,21804.0,0.0744,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002779,4,581930.3,0.0,0.0,0.0,0.0,7763.0,0.0,0.0,93.0,0.1,Low,Approve,Excellent Repayment Capacity
CUS002780,5,614019.6,0.0,0.0,2435.57,347.94,11008.0,0.0316,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002781,3,244416.41,0.0,0.0,0.0,0.0,31663.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002782,3,590902.39,38289.06,0.0,0.0,660.16,12152.0,0.0543,,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002783,5,1122211.14,113060.09,0.0,0.0,4915.66,14322.0,0.3432,0.0,91.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002784,4,166458.38,108647.46,0.0,563.61,13936.31,5000.0,2.7873,0.0,58.0,0.5,High,Reject,High Debt-to-Income Ratio | Multiple Active Loans
CUS002785,3,505171.27,0.0,0.0,3205.69,267.14,18835.0,0.0142,0.0,100.0,0.1,Low,Approve,High BNPL Exposure
CUS002786,3,245962.59,166292.29,0.0,0.0,6073.19,23601.0,0.2573,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002787,4,1201593.05,0.0,5624.17,0.0,234.34,19172.0,0.0122,0.0978,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002788,2,1377054.27,0.0,44908.05,0.0,3207.72,50444.0,0.0636,0.2968,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002789,4,888091.93,69934.56,0.0,282.61,1715.14,14129.0,0.1214,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002790,3,807623.9,262957.66,0.0,102.14,12528.17,16469.0,0.7607,0.0,83.0,0.3,Medium,Manual Review,High Debt-to-Income Ratio | Multiple Active Loans
CUS002791,2,2167.62,0.0,0.0,0.0,0.0,79.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002792,1,22252.89,109164.43,0.0,552.74,9934.28,24156.0,0.4113,0.0,85.0,0.12,Low,Approve,Low Average Balance
CUS002793,4,271039.25,0.0,0.0,0.0,0.0,4991.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002794,4,72446.42,0.0,0.0,0.0,0.0,1504.0,0.0,0.0,93.0,0.15,Low,Approve,Excellent Repayment Capacity
CUS002795,5,993555.23,110742.5,0.0,0.0,2516.88,18536.0,0.1358,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002796,4,750123.49,0.0,0.0,2471.23,66.79,38290.0,0.0017,0.0,100.0,0.05,Low,Approve,High BNPL Exposure
CUS002797,5,724307.28,12801.08,0.0,0.0,290.93,11357.0,0.0256,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002798,5,3444391.85,230375.01,78263.48,0.0,8053.03,57160.0,0.1409,,100.0,0.05,Low,Approve,Excellent Repayment Capacity
CUS002799,5,4623211.74,0.0,0.0,0.0,0.0,47331.0,0.0,0.0,100.0,0.05,Low,Approve,Excellent Repayment Capacity
